批次号 (溯源码)	产品名称	GS1-128标准码	隐形防伪码
B-FARMER-20260209-5MP7	宁夏枸杞 精制片	(01)06912345678901(10)B-FARMER-20260209-5M(3102)009860	6637de1df5964944
B-FARMER-20260209-VG0L	宁夏枸杞 (原始)	(01)06912345678901(10)B-FARMER-20260209-VG(3102)049300	25bbc22783284ed6
B-FARMER-20260209-LVM8	浙江杭菊 精制片	(01)06912345678901(10)B-FARMER-20260209-LV(3102)007100	b2fe3bf5d8054527
B-FARMER-20260209-X6X7	浙江杭菊 (原始)	(01)06912345678901(10)B-FARMER-20260209-X6(3102)035500	4640fae0e3904371
B-FARMER-20260209-ZTUL	四川当归 精制片	(01)06912345678901(10)B-FARMER-20260209-ZT(3102)005760	815b10e4dd504b4a
B-FARMER-20260209-BIRX	四川当归 (原始)	(01)06912345678901(10)B-FARMER-20260209-BI(3102)028800	891ecf6b22254c42
B-FARMER-20260209-QRRZ	长白山人参 精制片	(01)06912345678901(10)B-FARMER-20260209-QR(3102)003110	9474c30a2b7740da
B-FARMER-20260209-DV2P	长白山人参 (原始)	(01)06912345678901(10)B-FARMER-20260209-DV(3102)015550	a9be8f8e3a1242bc
B-FARMER-20260209-2S36	浙江杭菊 精制片	(01)06912345678901(10)B-FARMER-20260209-2S(3102)006360	0f25a7dce05f467c
B-FARMER-20260209-KPYD	浙江杭菊 (原始)	(01)06912345678901(10)B-FARMER-20260209-KP(3102)031800	234fea1e7a5142d8
B-FARMER-20260209-GM24	浙江杭菊 精制片	(01)06912345678901(10)B-FARMER-202-00kesu6(3102)008770	40e917f22fb6457b
B-FARMER-20260209-HAVU	浙江杭菊 (原始)	(01)06912345678901(10)B-FARMER-20260209-HA(3102)043850	b0fdb31f317840e5
B-FARMER-20260209-CERW	长白山人参 精制片	(01)06912345678901(10)B-FARMER-20260209-CE(3102)006250	78ad6a46389f4c45
B-FARMER-20260209-ZP50	长白山人参 (原始)	(01)06912345678901(10)B-FARMER-20260209-ZP(3102)031250	eaeff782f33246c5
B-FARMER-20260209-2MOM	广东陈皮 精制片	(01)06912345678901(10)B-FARMER-202-02a7yyh(3102)001020	b1bb2e8fb3b342af
B-FARMER-20260209-3EKJ	广东陈皮 (原始)	(01)06912345678901(10)B-FARMER-20260209-3E(3102)005100	16d48a06e26a4e71
B-FARMER-20260209-9H50	宁夏枸杞 精制片	(01)06912345678901(10)B-FARMER-20260209-9H(3102)006480	e6ed1eab34b544a6
B-FARMER-20260209-EC7D	宁夏枸杞 (原始)	(01)06912345678901(10)B-FARMER-20260209-EC(3102)032400	298a97b390af4227
B-FARMER-20260209-MWN4	宁夏枸杞 精制片	(01)06912345678901(10)B-FARMER-202-0bzk2n8(3102)005730	428abe4ad60f4580
B-FARMER-20260209-E6O7	宁夏枸杞 (原始)	(01)06912345678901(10)B-FARMER-20260209-E6(3102)028650	ddd7d3f31756422e
B-FARMER-20260209-M46E	四川当归 精制片	(01)06912345678901(10)B-FARMER-20260209-M4(3102)001050	288d6fbe1b9f4ccf
B-FARMER-20260209-LJGM	四川当归 (原始)	(01)06912345678901(10)B-FARMER-20260209-LJ(3102)005250	a2adabcb15dc4fb9
B-FARMER-20260209-F1Q6	长白山人参 精制片	(01)06912345678901(10)B-FARMER-20260209-F1(3102)007580	c2c965451ce1468f
B-FARMER-20260209-W9HZ	长白山人参 (原始)	(01)06912345678901(10)B-FARMER-20260209-W9(3102)037900	366337456b184369
B-FARMER-20260209-UFYH	浙江杭菊 精制片	(01)06912345678901(10)B-FARMER-20260209-UF(3102)006210	62537999a4684e70
B-FARMER-20260209-GU8Q	浙江杭菊 (原始)	(01)06912345678901(10)B-FARMER-20260209-GU(3102)031050	97d3c9bcc52f4680
B-FARMER-20260209-USHX	宁夏枸杞 精制片	(01)06912345678901(10)B-FARMER-20260209-US(3102)004230	d8f146f7aa364ea6
B-FARMER-20260209-TD55	宁夏枸杞 (原始)	(01)06912345678901(10)B-FARMER-20260209-TD(3102)021150	30e0c12bebd84419
B-FARMER-20260209-HWLP	浙江杭菊 精制片	(01)06912345678901(10)B-FARMER-20260209-HW(3102)002710	6cb3dc39fa29469a
B-FARMER-20260209-Y00C	浙江杭菊 (原始)	(01)06912345678901(10)B-FARMER-20260209-Y0(3102)013550	140a05228b4e4d75
B-FARMER-20260209-3XGO	四川当归 精制片	(01)06912345678901(10)B-FARMER-20260209-3X(3102)009160	27769be18b744ecc
B-FARMER-20260209-R8A5	四川当归 (原始)	(01)06912345678901(10)B-FARMER-20260209-R8(3102)045800	3cd513b8f9d24af1
B-FARMER-20260209-DW9G	长白山人参 精制片	(01)06912345678901(10)B-FARMER-20260209-DW(3102)009320	bc6e08543c4b4b35
B-FARMER-20260209-KOG5	长白山人参 (原始)	(01)06912345678901(10)B-FARMER-20260209-KO(3102)046600	3daa08ded6cd4214
B-FARMER-20260209-4YNE	广东陈皮 精制片	(01)06912345678901(10)B-FARMER-20260209-4Y(3102)002170	72266d05dedc4645
B-FARMER-20260209-MR8F	广东陈皮 (原始)	(01)06912345678901(10)B-FARMER-20260209-MR(3102)010850	84367abc96e34e56
B-FARMER-20260209-NTIL	长白山人参 精制片	(01)06912345678901(10)B-FARMER-20260209-NT(3102)004840	f14b59fbf35a4193
B-FARMER-20260209-X57P	长白山人参 (原始)	(01)06912345678901(10)B-FARMER-20260209-X5(3102)024200	5d709ba1bdc9418b
B-FARMER-20260209-SZLG	长白山人参 精制片	(01)06912345678901(10)B-FARMER-20260209-SZ(3102)002750	8b29ef00ae824a1b
B-FARMER-20260209-F5PV	长白山人参 (原始)	(01)06912345678901(10)B-FARMER-20260209-F5(3102)013750	e625d5c16acd465e
B-FARMER-20260209-7HJA	长白山人参 精制片	(01)06912345678901(10)B-FARMER-20260209-7H(3102)003900	ebf37c55a8f64930
B-FARMER-20260209-OS1Z	长白山人参 (原始)	(01)06912345678901(10)B-FARMER-20260209-OS(3102)019500	00a52ea1348449d9
B-FARMER-20260209-COM2	长白山人参 精制片	(01)06912345678901(10)B-FARMER-20260209-CO(3102)004400	9069ea4cd0a644fc
B-FARMER-20260209-MD7D	长白山人参 (原始)	(01)06912345678901(10)B-FARMER-20260209-MD(3102)022000	2476ec7fa8004d44
B-FARMER-20260209-4TQS	四川当归 精制片	(01)06912345678901(10)B-FARMER-20260209-4T(3102)007890	2ea127c562d841c8
B-FARMER-20260209-OQHL	四川当归 (原始)	(01)06912345678901(10)B-FARMER-202-02z0u8j(3102)039450	a7e443f54cbf4564
B-FARMER-20260209-Z2NJ	四川当归 精制片	(01)06912345678901(10)B-FARMER-20260209-Z2(3102)005560	a4af8c8ac8c94733
B-FARMER-20260209-WDKS	四川当归 (原始)	(01)06912345678901(10)B-FARMER-20260209-WD(3102)027800	b4230b99fc1a4875
B-FARMER-20260209-LT18	宁夏枸杞 精制片	(01)06912345678901(10)B-FARMER-20260209-LT(3102)001580	ae056bebfc7d4b82
B-FARMER-20260209-967O	宁夏枸杞 (原始)	(01)06912345678901(10)B-FARMER-20260209-96(3102)007900	7501c7d9144443da
B-FARMER-20260209-P7B0	浙江杭菊 精制片	(01)06912345678901(10)B-FARMER-20260209-P7(3102)009050	def783146a1749df
B-FARMER-20260209-1HRG	浙江杭菊 (原始)	(01)06912345678901(10)B-FARMER-202-0dl9cig(3102)045250	88a3d30c5dcc4360
B-FARMER-20260209-YOCB	长白山人参 精制片	(01)06912345678901(10)B-FARMER-20260209-YO(3102)009640	179eb4ae8aed4a0b
B-FARMER-20260209-4L0G	长白山人参 (原始)	(01)06912345678901(10)B-FARMER-20260209-4L(3102)048200	349dfb376ee84974
B-FARMER-20260209-QYEA	甘肃黄芪 精制片	(01)06912345678901(10)B-FARMER-20260209-QY(3102)004080	62e33f0d1546443d
B-FARMER-20260209-46K8	甘肃黄芪 (原始)	(01)06912345678901(10)B-FARMER-20260209-46(3102)020400	8507f0316b664064
B-FARMER-20260209-MK2U	浙江杭菊 精制片	(01)06912345678901(10)B-FARMER-20260209-MK(3102)009970	26a5ba03df464d9d
B-FARMER-20260209-4Q7O	浙江杭菊 (原始)	(01)06912345678901(10)B-FARMER-20260209-4Q(3102)049850	0119a4a2f7514479
B-FARMER-20260209-IPB6	甘肃黄芪 精制片	(01)06912345678901(10)B-FARMER-20260209-IP(3102)007300	524376dfb0e24d3b
B-FARMER-20260209-VQRS	甘肃黄芪 (原始)	(01)06912345678901(10)B-FARMER-20260209-VQ(3102)036500	01780a5c56384030
B-FARMER-20260209-55QM	宁夏枸杞 精制片	(01)06912345678901(10)B-FARMER-20260209-55(3102)001380	3b475538f8ea4a8f
B-FARMER-20260209-WPTQ	宁夏枸杞 (原始)	(01)06912345678901(10)B-FARMER-20260209-WP(3102)006900	e337d470e9934db3
B-FARMER-20260209-OQOC	浙江杭菊 精制片	(01)06912345678901(10)B-FARMER-20260209-OQ(3102)002410	ef7ec17f859740e3
B-FARMER-20260209-637I	浙江杭菊 (原始)	(01)06912345678901(10)B-FARMER-20260209-63(3102)012050	051f026ff47045ad
B-FARMER-20260209-HC6W	云南三七 精制片	(01)06912345678901(10)B-FARMER-20260209-HC(3102)003240	468dd4475a2748e3
B-FARMER-20260209-XPJT	云南三七 (原始)	(01)06912345678901(10)B-FARMER-202-00ra3t8(3102)016200	85a2f1fef76a438f
B-FARMER-20260209-5X9K	甘肃黄芪 精制片	(01)06912345678901(10)B-FARMER-202-0h74bwv(3102)004570	4d9a137453e94f2a
B-FARMER-20260209-MIX0	甘肃黄芪 (原始)	(01)06912345678901(10)B-FARMER-20260209-MI(3102)022850	349abff30f654b62
B-FARMER-20260209-ZN8T	广东陈皮 精制片	(01)06912345678901(10)B-FARMER-20260209-ZN(3102)009180	b63426f5a58a47a2
B-FARMER-20260209-1JUF	广东陈皮 (原始)	(01)06912345678901(10)B-FARMER-20260209-1J(3102)045900	0a6df99f4ff24151
B-FARMER-20260209-EZ3S	广东陈皮 精制片	(01)06912345678901(10)B-FARMER-20260209-EZ(3102)008000	877d19f407ce43b8
B-FARMER-20260209-XZ74	广东陈皮 (原始)	(01)06912345678901(10)B-FARMER-202-0fnj6f8(3102)040000	45aa464550014e25
B-FARMER-20260209-B75D	甘肃黄芪 精制片	(01)06912345678901(10)B-FARMER-20260209-B7(3102)001160	0ee2470c100b4916
B-FARMER-20260209-U8X8	甘肃黄芪 (原始)	(01)06912345678901(10)B-FARMER-20260209-U8(3102)005800	a6ebc8ca3a534afa
B-FARMER-20260209-JSMS	广东陈皮 精制片	(01)06912345678901(10)B-FARMER-20260209-JS(3102)001460	63c24a9d082f4078
B-FARMER-20260209-5UAQ	广东陈皮 (原始)	(01)06912345678901(10)B-FARMER-20260209-5U(3102)007300	27a069a2942f4021
B-FARMER-20260209-IZPR	广东陈皮 精制片	(01)06912345678901(10)B-FARMER-20260209-IZ(3102)007440	afc8abf1c6c04f7e
B-FARMER-20260209-RCBO	广东陈皮 (原始)	(01)06912345678901(10)B-FARMER-202-00gse8p(3102)037200	57af099e4de14a7c
B-FARMER-20260209-8JYG	广东陈皮 精制片	(01)06912345678901(10)B-FARMER-20260209-8J(3102)002670	e35bf452e38946b0
B-FARMER-20260209-RVP5	广东陈皮 (原始)	(01)06912345678901(10)B-FARMER-20260209-RV(3102)013350	a8186ee96e9f47eb
B-FARMER-20260209-I2P6	长白山人参 精制片	(01)06912345678901(10)B-FARMER-20260209-I2(3102)006360	974a0038d44b4d6a
B-FARMER-20260209-79PN	长白山人参 (原始)	(01)06912345678901(10)B-FARMER-20260209-79(3102)031800	cbf09a147469454f
B-FARMER-20260209-HLQB	宁夏枸杞 精制片	(01)06912345678901(10)B-FARMER-202-0bs16l3(3102)001650	0b346c47dd3b4eb9
B-FARMER-20260209-K1FQ	宁夏枸杞 (原始)	(01)06912345678901(10)B-FARMER-202-05l8yt4(3102)008250	0d27e1929b5b4b50
B-FARMER-20260209-WQRM	四川当归 精制片	(01)06912345678901(10)B-FARMER-20260209-WQ(3102)006170	7b065e8d61084e82
B-FARMER-20260209-4WNA	四川当归 (原始)	(01)06912345678901(10)B-FARMER-20260209-4W(3102)030850	2d1c875a482b4684
B-FARMER-20260209-BEQO	长白山人参 精制片	(01)06912345678901(10)B-FARMER-20260209-BE(3102)004670	eb4c4b91718949ff
B-FARMER-20260209-KWGZ	长白山人参 (原始)	(01)06912345678901(10)B-FARMER-20260209-KW(3102)023350	c0f9805db0644950
B-FARMER-20260209-6UVP	广东陈皮 精制片	(01)06912345678901(10)B-FARMER-20260209-6U(3102)007120	288bef7f0add4954
B-FARMER-20260209-RUQY	广东陈皮 (原始)	(01)06912345678901(10)B-FARMER-20260209-RU(3102)035600	d31db770bd4a4e52
B-FARMER-20260209-LBEQ	广东陈皮 精制片	(01)06912345678901(10)B-FARMER-20260209-LB(3102)003970	48174adaf7e54dd5
B-FARMER-20260209-TE70	广东陈皮 (原始)	(01)06912345678901(10)B-FARMER-20260209-TE(3102)019850	fef7583846b941f2
B-FARMER-20260209-1H9R	甘肃黄芪 精制片	(01)06912345678901(10)B-FARMER-20260209-1H(3102)002040	6efe192613fd4c01
B-FARMER-20260209-JJS4	甘肃黄芪 (原始)	(01)06912345678901(10)B-FARMER-202-0atyl9i(3102)010200	4ec9e5abeb184dbf
B-FARMER-20260209-SCC1	长白山人参 精制片	(01)06912345678901(10)B-FARMER-20260209-SC(3102)005620	bda014805309427d
B-FARMER-20260209-66VW	长白山人参 (原始)	(01)06912345678901(10)B-FARMER-20260209-66(3102)028100	e4637b0f7afa4253
B-FARMER-20260209-1I6Y	长白山人参 精制片	(01)06912345678901(10)B-FARMER-20260209-1I(3102)004060	98d8d513ffe640cc
B-FARMER-20260209-HL3G	长白山人参 (原始)	(01)06912345678901(10)B-FARMER-20260209-HL(3102)020300	d28a070b478a4551
B-FARMER-20260209-RCJW	甘肃黄芪 精制片	(01)06912345678901(10)B-FARMER-20260209-RC(3102)002210	31a346c01ded4b7d
B-FARMER-20260209-54HH	甘肃黄芪 (原始)	(01)06912345678901(10)B-FARMER-20260209-54(3102)011050	153232735f1445e1
B-FARMER-20260209-JREW	广东陈皮 精制片	(01)06912345678901(10)B-FARMER-20260209-JR(3102)007140	b9eb8408dc864874
B-FARMER-20260209-5X0W	广东陈皮 (原始)	(01)06912345678901(10)B-FARMER-20260209-5X(3102)035700	5d96ff0634dc4ce2
B-FARMER-20260209-2MM3	宁夏枸杞 精制片	(01)06912345678901(10)B-FARMER-20260209-2M(3102)007250	1ccf1840b3f846bf
B-FARMER-20260209-B6FJ	宁夏枸杞 (原始)	(01)06912345678901(10)B-FARMER-20260209-B6(3102)036250	1ee99abe5ec14dcd
B-FARMER-20260209-535I	甘肃黄芪 精制片	(01)06912345678901(10)B-FARMER-20260209-53(3102)002360	ae79466c006e4b65
B-FARMER-20260209-T8N3	甘肃黄芪 (原始)	(01)06912345678901(10)B-FARMER-20260209-T8(3102)011800	b23f9b99d86d4716
B-FARMER-20260209-3L3T	甘肃黄芪 精制片	(01)06912345678901(10)B-FARMER-20260209-3L(3102)003180	07b6833a669c4286
B-FARMER-20260209-8Q1J	甘肃黄芪 (原始)	(01)06912345678901(10)B-FARMER-20260209-8Q(3102)015900	d437ed5d0aa64e0b
B-FARMER-20260209-BV0Z	安徽白芍 精制片	(01)06912345678901(10)B-FARMER-20260209-BV(3102)002450	9cffa626d8ee4302
B-FARMER-20260209-QCZZ	安徽白芍 (原始)	(01)06912345678901(10)B-FARMER-20260209-QC(3102)012250	8381c17a83ea4ba2
B-FARMER-20260209-UJN6	广东陈皮 精制片	(01)06912345678901(10)B-FARMER-20260209-UJ(3102)008860	104535d5312744d9
B-FARMER-20260209-HZS1	广东陈皮 (原始)	(01)06912345678901(10)B-FARMER-202-0gd8n20(3102)044300	6039239c3e824732
B-FARMER-20260209-9D86	长白山人参 精制片	(01)06912345678901(10)B-FARMER-20260209-9D(3102)006470	a472c6f45b7040f7
B-FARMER-20260209-IEOY	长白山人参 (原始)	(01)06912345678901(10)B-FARMER-20260209-IE(3102)032350	85c6ffba05ca4e7b
B-FARMER-20260209-M39L	安徽白芍 精制片	(01)06912345678901(10)B-FARMER-20260209-M3(3102)003850	87de41fb18cb4195
B-FARMER-20260209-235Y	安徽白芍 (原始)	(01)06912345678901(10)B-FARMER-20260209-23(3102)019250	6cb701ee672d4cbc
B-FARMER-20260209-L20O	长白山人参 精制片	(01)06912345678901(10)B-FARMER-20260209-L2(3102)004490	7da0d404440b40d8
B-FARMER-20260209-ODYE	长白山人参 (原始)	(01)06912345678901(10)B-FARMER-20260209-OD(3102)022450	90f6783c5af34aea
B-FARMER-20260209-AV5I	宁夏枸杞 精制片	(01)06912345678901(10)B-FARMER-20260209-AV(3102)009540	59d0bb2853824df0
B-FARMER-20260209-ZD3N	宁夏枸杞 (原始)	(01)06912345678901(10)B-FARMER-20260209-ZD(3102)047700	157e5b9987014e17
B-FARMER-20260209-QE1W	云南三七 精制片	(01)06912345678901(10)B-FARMER-20260209-QE(3102)003170	24b52f400bdb4d50
B-FARMER-20260209-E3J3	云南三七 (原始)	(01)06912345678901(10)B-FARMER-20260209-E3(3102)015850	41e8fcb739ac4646
B-FARMER-20260209-34VM	长白山人参 精制片	(01)06912345678901(10)B-FARMER-20260209-34(3102)005730	e89802fb812642fc
B-FARMER-20260209-I49K	长白山人参 (原始)	(01)06912345678901(10)B-FARMER-20260209-I4(3102)028650	6972ef680a2d43f0
B-FARMER-20260209-2PLU	云南三七 精制片	(01)06912345678901(10)B-FARMER-202-099vbt9(3102)006250	53aa247417484eb6
B-FARMER-20260209-TT6K	云南三七 (原始)	(01)06912345678901(10)B-FARMER-20260209-TT(3102)031250	d56098203e234b1c
B-FARMER-20260209-SRN9	长白山人参 精制片	(01)06912345678901(10)B-FARMER-20260209-SR(3102)001640	f149a25fec984639
B-FARMER-20260209-PPOU	长白山人参 (原始)	(01)06912345678901(10)B-FARMER-202-0cmyc9a(3102)008200	7102f2d992204426
B-FARMER-20260209-2PIQ	浙江杭菊 精制片	(01)06912345678901(10)B-FARMER-20260209-2P(3102)009510	5b5f04333e1c43f2
B-FARMER-20260209-5E0U	浙江杭菊 (原始)	(01)06912345678901(10)B-FARMER-20260209-5E(3102)047550	aadfcc53c2324cd7
B-FARMER-20260209-YJSP	安徽白芍 精制片	(01)06912345678901(10)B-FARMER-20260209-YJ(3102)009020	5855069c44d745fe
B-FARMER-20260209-UOCJ	安徽白芍 (原始)	(01)06912345678901(10)B-FARMER-20260209-UO(3102)045100	9bddf3ca9fd54981
B-FARMER-20260209-P9RP	广东陈皮 精制片	(01)06912345678901(10)B-FARMER-20260209-P9(3102)003220	496a28e1579744df
B-FARMER-20260209-SDBT	广东陈皮 (原始)	(01)06912345678901(10)B-FARMER-20260209-SD(3102)016100	c8525f0342004104
B-FARMER-20260209-D0HR	云南三七 精制片	(01)06912345678901(10)B-FARMER-20260209-D0(3102)009870	5b8c60ae917b493f
B-FARMER-20260209-QF9T	云南三七 (原始)	(01)06912345678901(10)B-FARMER-20260209-QF(3102)049350	af1ad6d58d104502
B-FARMER-20260209-NBTB	浙江杭菊 精制片	(01)06912345678901(10)B-FARMER-20260209-NB(3102)004790	399a374ca94f4bc5
B-FARMER-20260209-HTIN	浙江杭菊 (原始)	(01)06912345678901(10)B-FARMER-20260209-HT(3102)023950	6548979f5a364d43
B-FARMER-20260209-GIWO	四川当归 精制片	(01)06912345678901(10)B-FARMER-20260209-GI(3102)007220	996e874996c84d72
B-FARMER-20260209-YK27	四川当归 (原始)	(01)06912345678901(10)B-FARMER-20260209-YK(3102)036100	0d660d90ff15497e
B-FARMER-20260209-BG3V	安徽白芍 精制片	(01)06912345678901(10)B-FARMER-20260209-BG(3102)001610	976f7d42427b4b71
B-FARMER-20260209-7GD2	安徽白芍 (原始)	(01)06912345678901(10)B-FARMER-20260209-7G(3102)008050	516a25ac5b7149c2
B-FARMER-20260209-XZAV	长白山人参 精制片	(01)06912345678901(10)B-FARMER-20260209-XZ(3102)008060	d6a77bfdfc8d478d
B-FARMER-20260209-XF2V	长白山人参 (原始)	(01)06912345678901(10)B-FARMER-20260209-XF(3102)040300	48ef9d6e0a7542a5
B-FARMER-20260209-OJX9	长白山人参 精制片	(01)06912345678901(10)B-FARMER-20260209-OJ(3102)008900	c49c30c924f54d67
B-FARMER-20260209-7CZE	长白山人参 (原始)	(01)06912345678901(10)B-FARMER-20260209-7C(3102)044500	569a972f21fe4f0a
B-FARMER-20260209-GR0U	宁夏枸杞 精制片	(01)06912345678901(10)B-FARMER-20260209-GR(3102)007270	1aaf9f605f734515
B-FARMER-20260209-RXY5	宁夏枸杞 (原始)	(01)06912345678901(10)B-FARMER-20260209-RX(3102)036350	7f6ff9e64fd1454d
B-FARMER-20260209-TZO2	四川当归 精制片	(01)06912345678901(10)B-FARMER-20260209-TZ(3102)006360	3be09e2703b64e05
B-FARMER-20260209-JJQX	四川当归 (原始)	(01)06912345678901(10)B-FARMER-20260209-JJ(3102)031800	ca2f8463e9e34dd1
B-FARMER-20260209-HZS0	宁夏枸杞 精制片	(01)06912345678901(10)B-FARMER-20260209-HZ(3102)008830	824aa95c40d14160
B-FARMER-20260209-GVHI	宁夏枸杞 (原始)	(01)06912345678901(10)B-FARMER-20260209-GV(3102)044150	12680d9fa5ea4827
B-FARMER-20260209-EV7E	长白山人参 精制片	(01)06912345678901(10)B-FARMER-20260209-EV(3102)009100	fe8e045113324e8a
B-FARMER-20260209-KQVI	长白山人参 (原始)	(01)06912345678901(10)B-FARMER-20260209-KQ(3102)045500	191e660608734000
B-FARMER-20260209-CPVH	安徽白芍 精制片	(01)06912345678901(10)B-FARMER-20260209-CP(3102)001580	d20b8b6384c348cd
B-FARMER-20260209-MEOZ	安徽白芍 (原始)	(01)06912345678901(10)B-FARMER-20260209-ME(3102)007900	56feb7173f1a47ef
B-FARMER-20260209-GYFX	浙江杭菊 精制片	(01)06912345678901(10)B-FARMER-20260209-GY(3102)004480	1e3af8d778664820
B-FARMER-20260209-DANH	浙江杭菊 (原始)	(01)06912345678901(10)B-FARMER-20260209-DA(3102)022400	67c3ceae68aa473d
B-FARMER-20260209-BOQD	云南三七 精制片	(01)06912345678901(10)B-FARMER-20260209-BO(3102)009900	53c557c263c54f77
B-FARMER-20260209-5C8U	云南三七 (原始)	(01)06912345678901(10)B-FARMER-20260209-5C(3102)049500	5392280f9bb443b7
B-FARMER-20260209-Z9QD	云南三七 精制片	(01)06912345678901(10)B-FARMER-20260209-Z9(3102)001950	83a824e72b65456c
B-FARMER-20260209-K7LB	云南三七 (原始)	(01)06912345678901(10)B-FARMER-20260209-K7(3102)009750	32e0798130994e1b
B-FARMER-20260209-NO8E	广东陈皮 精制片	(01)06912345678901(10)B-FARMER-20260209-NO(3102)004520	c94aadec8e984f36
B-FARMER-20260209-UUX1	广东陈皮 (原始)	(01)06912345678901(10)B-FARMER-20260209-UU(3102)022600	933e96aed89c465d
B-FARMER-20260209-373R	四川当归 精制片	(01)06912345678901(10)B-FARMER-20260209-37(3102)008560	4084200d57ab48b6
B-FARMER-20260209-VWMV	四川当归 (原始)	(01)06912345678901(10)B-FARMER-20260209-VW(3102)042800	a5e1261bd3274f54
B-FARMER-20260209-ZLBQ	甘肃黄芪 精制片	(01)06912345678901(10)B-FARMER-20260209-ZL(3102)005090	5c5410dcbcfc4c00
B-FARMER-20260209-K1JK	甘肃黄芪 (原始)	(01)06912345678901(10)B-FARMER-20260209-K1(3102)025450	2bbde620b3ee4185
B-FARMER-20260209-MW54	甘肃黄芪 精制片	(01)06912345678901(10)B-FARMER-20260209-MW(3102)005970	a81cd8c4a8fc49c1
B-FARMER-20260209-UCZF	甘肃黄芪 (原始)	(01)06912345678901(10)B-FARMER-20260209-UC(3102)029850	62664b7049c049fb
B-FARMER-20260209-B8JD	四川当归 精制片	(01)06912345678901(10)B-FARMER-20260209-B8(3102)007190	5284248d13164e1e
B-FARMER-20260209-8XFG	四川当归 (原始)	(01)06912345678901(10)B-FARMER-20260209-8X(3102)035950	358463c70d184ae7
B-FARMER-20260209-6RO3	浙江杭菊 精制片	(01)06912345678901(10)B-FARMER-20260209-6R(3102)001310	b9eaa23451554c2e
B-FARMER-20260209-H8Z0	浙江杭菊 (原始)	(01)06912345678901(10)B-FARMER-20260209-H8(3102)006550	ec9edf2a32a7469d
B-FARMER-20260209-GMLN	四川当归 精制片	(01)06912345678901(10)B-FARMER-20260209-GM(3102)002470	2ac31230985a4658
B-FARMER-20260209-XRR9	四川当归 (原始)	(01)06912345678901(10)B-FARMER-20260209-XR(3102)012350	21c6b9b214274a66
B-FARMER-20260209-B156	云南三七 精制片	(01)06912345678901(10)B-FARMER-20260209-B1(3102)004990	9c9f120efe324f08
B-FARMER-20260209-3BTB	云南三七 (原始)	(01)06912345678901(10)B-FARMER-20260209-3B(3102)024950	2613fb18a0744ac8
B-FARMER-20260209-EDAA	安徽白芍 精制片	(01)06912345678901(10)B-FARMER-20260209-ED(3102)004130	98dcc75c3b8f47e0
B-FARMER-20260209-8B76	安徽白芍 (原始)	(01)06912345678901(10)B-FARMER-20260209-8B(3102)020650	a6ea91cb6b9346f8
B-FARMER-20260209-PJ72	宁夏枸杞 精制片	(01)06912345678901(10)B-FARMER-20260209-PJ(3102)002330	6c2ffd7ded9c41d8
B-FARMER-20260209-8L0N	宁夏枸杞 (原始)	(01)06912345678901(10)B-FARMER-20260209-8L(3102)011650	ef7ee73d36954a93
B-FARMER-20260209-58KN	广东陈皮 精制片	(01)06912345678901(10)B-FARMER-20260209-58(3102)007870	aa98102bd8304eae
B-FARMER-20260209-XTI4	广东陈皮 (原始)	(01)06912345678901(10)B-FARMER-20260209-XT(3102)039350	6217cb514b884359
B-FARMER-20260209-H0ZN	安徽白芍 精制片	(01)06912345678901(10)B-FARMER-20260209-H0(3102)005320	4eb08901c3e448bf
B-FARMER-20260209-HN1Q	安徽白芍 (原始)	(01)06912345678901(10)B-FARMER-20260209-HN(3102)026600	dd269c4076434b74
B-FARMER-20260209-BMYU	长白山人参 精制片	(01)06912345678901(10)B-FARMER-20260209-BM(3102)004230	fba20a0f670044f8
B-FARMER-20260209-ZUTI	长白山人参 (原始)	(01)06912345678901(10)B-FARMER-20260209-ZU(3102)021150	c54ed8e5c104457c
B-FARMER-20260209-447S	甘肃黄芪 精制片	(01)06912345678901(10)B-FARMER-20260209-44(3102)004940	67f5158b7abb41b6
B-FARMER-20260209-XPQ0	甘肃黄芪 (原始)	(01)06912345678901(10)B-FARMER-20260209-XP(3102)024700	c7d6edd4ad554f82
B-FARMER-20260209-AE3Y	云南三七 精制片	(01)06912345678901(10)B-FARMER-20260209-AE(3102)005210	946a4c11300f4ff2
B-FARMER-20260209-8WVV	云南三七 (原始)	(01)06912345678901(10)B-FARMER-20260209-8W(3102)026050	46327a7e747d4830
B-FARMER-20260209-30X7	安徽白芍 精制片	(01)06912345678901(10)B-FARMER-20260209-30(3102)001260	2bfe520c858b42d3
B-FARMER-20260209-2AGY	安徽白芍 (原始)	(01)06912345678901(10)B-FARMER-20260209-2A(3102)006300	c54d00fcd40c4f46
B-FARMER-20260209-R9ES	浙江杭菊 精制片	(01)06912345678901(10)B-FARMER-20260209-R9(3102)004300	0ba2cb84d9cc4435
B-FARMER-20260209-ELOA	浙江杭菊 (原始)	(01)06912345678901(10)B-FARMER-20260209-EL(3102)021500	243befd6db894f68
B-FARMER-20260209-P6XS	浙江杭菊 精制片	(01)06912345678901(10)B-FARMER-20260209-P6(3102)005120	3856fb1e6aae4447
B-FARMER-20260209-ADF7	浙江杭菊 (原始)	(01)06912345678901(10)B-FARMER-20260209-AD(3102)025600	6b1e2651cb644fef
B-FARMER-20260209-OIAB	浙江杭菊 精制片	(01)06912345678901(10)B-FARMER-20260209-OI(3102)006170	c611459cd91045ee
